Age,Gender,Balance,NumOfProducts,Geography,IsActiveMember,Exited
37,0,142663.46,1,France,1,0
27,0,118627.16,2,Germany,1,0
34,0,137523.02,1,Spain,0,0
28,0,110976.23,2,France,0,0
38,1,107283.4,1,France,0,0
38,0,0.0,2,France,0,0
34,0,124314.45,1,France,0,0
41,1,95858.37,1,France,1,0
36,0,0.0,2,France,0,0
33,0,0.0,2,France,0,0
36,1,0.0,1,Spain,0,0
35,1,117707.18,2,France,0,1
38,0,135289.33,2,Spain,1,0
36,0,174060.46,1,France,1,0
40,0,114446.84,2,Germany,1,0
37,0,0.0,2,Spain,0,1
25,0,157848.53,1,France,0,1
43,1,0.0,1,France,1,0
37,1,0.0,2,Spain,1,0
74,1,108071.36,2,Germany,1,0
35,1,14262.8,2,Spain,0,0
41,0,102749.72,1,Spain,1,0
36,0,161757.87,2,Spain,1,0
38,0,0.0,2,France,0,0
35,1,95698.79,1,Germany,1,0
37,0,124969.13,1,France,0,0
44,0,93960.35,1,Germany,0,1
51,1,88308.87,3,France,0,1
39,1,0.0,2,Spain,1,0
59,1,0.0,2,France,1,0
30,0,112935.87,1,France,1,0
24,1,98567.1,1,Spain,0,0
26,1,180530.51,1,France,0,0
33,0,140931.57,1,France,1,0
31,1,148913.72,2,Germany,0,0
38,0,0.0,2,France,0,0
49,1,0.0,1,France,1,1
41,0,0.0,2,France,0,0
50,1,115335.32,2,France,1,0
65,1,0.0,2,France,1,0
26,1,0.0,2,France,1,0
33,1,134678.13,1,Germany,0,0
38,0,0.0,2,France,0,0
31,0,90547.48,2,Germany,1,0
32,0,103324.78,1,France,1,0
29,0,114590.58,1,France,0,0
36,1,91286.51,1,Germany,0,0
32,0,163340.12,2,Spain,1,0
45,0,150900.29,2,Spain,1,0
23,0,124577.33,1,Spain,1,0
35,0,0.0,2,Spain,0,0
31,1,91292.7,1,Spain,1,0
57,1,93716.72,1,Germany,1,1
37,1,111723.08,1,France,1,0
45,0,110765.68,1,Germany,0,1
25,0,173459.45,2,Germany,1,0
22,1,169649.73,2,Spain,1,1
31,1,0.0,2,Spain,0,0
45,0,116917.07,1,Germany,0,1
37,0,0.0,2,France,1,0
36,1,0.0,2,France,1,0
22,0,0.0,1,France,0,0
32,0,130627.66,1,Germany,0,1
46,1,56580.95,2,Spain,1,0
38,0,142316.14,1,Germany,1,0
31,0,0.0,2,Spain,1,0
56,0,152759.0,2,France,0,1
39,0,109733.2,2,Germany,0,1
54,0,117444.51,1,France,1,0
34,1,76001.57,1,Spain,1,0
34,1,107747.57,1,France,0,0
35,1,0.0,2,Spain,1,0
36,1,134997.49,2,France,0,0
48,1,0.0,2,France,1,0
36,0,0.0,1,France,1,1
30,1,0.0,1,Spain,0,0
37,1,64345.21,1,Spain,1,1
35,1,141665.63,1,Germany,1,0
29,1,0.0,2,Spain,0,0
33,1,136624.6,2,Germany,1,0
52,1,161209.66,1,France,1,0
38,0,95010.92,1,Spain,1,0
41,1,167545.32,1,France,0,0
36,1,109044.6,1,Germany,0,1
47,1,122031.55,1,France,1,1
29,1,27755.97,1,Spain,0,1
29,1,118560.55,1,France,1,0
61,0,0.0,2,France,1,0
34,0,0.0,2,France,1,0
28,1,97840.72,1,Spain,1,0
38,1,158651.29,2,Germany,1,0
44,0,175303.06,1,France,0,1
25,0,96950.21,1,Spain,0,0
45,0,123859.6,1,France,1,0
32,1,0.0,2,France,1,0
70,1,0.0,1,France,1,0
33,1,85227.84,1,France,1,0
36,0,97786.08,2,France,1,0
33,0,128135.99,1,Germany,0,0
33,0,0.0,2,Spain,0,0
36,0,85996.19,1,Spain,0,0
50,1,0.0,2,Spain,1,0
39,1,104502.11,1,Germany,0,0
35,0,95772.97,1,Spain,1,0
31,0,98108.79,1,Spain,1,0
39,0,131607.28,4,Germany,1,1
55,0,63127.41,2,Spain,0,1
35,0,0.0,2,Spain,1,0
31,0,0.0,1,France,1,0
36,1,140355.56,2,Germany,0,0
36,1,0.0,2,Spain,1,0
30,0,0.0,2,France,1,0
24,0,107418.27,1,Germany,1,0
35,0,0.0,2,France,0,0
32,0,0.0,2,Spain,1,0
39,0,167557.12,1,Spain,1,0
34,0,117300.02,1,Spain,0,0
60,0,0.0,2,France,1,0
23,1,143672.9,1,France,1,0
33,0,0.0,2,France,1,0
37,1,0.0,2,France,1,0
31,1,76798.92,1,Germany,0,0
34,0,0.0,2,France,1,0
49,1,115309.75,1,Spain,0,0
29,1,178171.04,2,France,1,0
38,1,0.0,2,Spain,1,0
37,1,0.0,2,Spain,0,0
45,1,127258.79,1,Germany,1,1
30,1,0.0,1,Spain,1,0
33,1,0.0,1,France,1,0
67,0,0.0,2,Spain,1,0
33,1,0.0,1,Spain,1,0
36,0,0.0,2,Spain,1,0
69,1,107569.96,1,Spain,1,0
20,0,134874.4,1,Germany,1,0
29,1,0.0,2,France,0,0
67,1,0.0,2,France,1,0
48,1,0.0,2,Spain,1,0
32,1,0.0,2,Spain,0,0
42,0,70105.87,1,Spain,1,0
41,0,0.0,2,France,0,0
29,1,78939.15,1,Germany,0,1
30,0,105128.85,2,Germany,1,0
31,0,113836.27,1,Spain,1,0
25,0,0.0,1,Spain,1,0
48,0,100900.5,1,Germany,0,1
40,1,129248.11,2,Germany,0,1
28,1,109118.05,2,France,1,0
56,0,0.0,1,France,1,1
31,1,0.0,2,France,1,0
35,1,126397.66,1,France,0,1
36,0,108546.16,3,France,0,1
36,0,148061.89,1,France,0,1
44,0,122277.87,1,France,1,0
24,0,0.0,2,France,0,0
31,0,0.0,2,France,1,0
36,0,152899.24,2,Germany,0,0
54,0,134388.11,1,Germany,0,1
40,1,109740.62,1,Spain,0,0
23,0,92366.72,2,Germany,0,0
26,1,129109.02,1,France,0,1
56,1,0.0,2,Spain,1,0
74,0,105102.5,1,Germany,1,0
30,0,111375.32,2,Germany,0,0
39,0,0.0,2,France,0,0
33,1,150412.14,2,Germany,0,0
30,0,156660.72,2,France,0,0
38,0,90957.81,1,France,1,0
37,0,104960.46,1,France,1,0
31,1,117052.82,1,Germany,0,1
44,0,88915.85,1,Spain,0,0
45,0,148071.39,1,France,0,0
39,0,152182.83,1,Germany,0,0
39,0,0.0,2,Spain,0,0
22,0,130056.23,1,France,0,1
34,0,95039.73,2,Germany,1,0
52,0,0.0,2,France,1,0
35,0,0.0,2,Spain,0,0
43,1,112773.73,2,France,1,0
37,1,123806.28,1,France,0,1
53,0,144453.75,1,France,0,1
27,0,94667.29,2,Germany,1,0
21,0,0.0,2,France,1,0
51,0,174397.21,2,Spain,1,0
58,1,108888.24,3,Germany,1,1
55,0,118803.35,2,France,1,1
54,0,171137.62,1,France,1,1
42,0,0.0,1,France,0,0
33,0,136678.52,1,France,0,0
36,1,135515.76,1,Spain,0,0
24,1,177799.83,2,Spain,0,0
52,1,143542.36,3,Spain,0,1
34,0,147487.23,2,Germany,0,0
40,1,97764.41,1,France,0,1
33,1,0.0,1,France,0,1
48,1,139480.18,1,Germany,1,0
25,0,0.0,2,Spain,1,0
39,1,140553.46,1,Spain,0,0
36,1,0.0,2,France,1,0
41,1,141162.08,1,France,0,0
26,0,65848.36,2,Spain,0,0
30,1,83319.28,1,Spain,0,0
41,0,0.0,2,France,0,0
33,1,129731.64,2,France,0,0
35,1,0.0,2,France,0,0
38,1,0.0,2,Spain,0,0
35,0,0.0,3,Spain,0,1
37,0,107106.33,2,Germany,0,0
33,0,0.0,2,France,1,0
30,1,0.0,2,France,1,0
69,1,105303.73,1,Spain,1,0
28,0,165798.1,1,France,0,0
40,1,0.0,2,Spain,0,0
45,1,126495.57,2,Spain,1,0
47,1,116393.59,1,Spain,0,1
41,1,81733.74,2,Germany,0,0
54,0,0.0,1,France,1,1
46,1,106171.68,1,Spain,0,1
28,0,96020.86,1,Spain,1,0
41,0,0.0,2,Spain,1,0
36,0,181671.16,2,Germany,1,0
29,1,185709.28,2,France,1,0
60,0,134250.17,3,Germany,0,1
49,1,0.0,1,France,0,1
44,1,95671.75,2,France,1,0
62,0,0.0,2,France,0,1
34,1,142151.75,2,France,1,0
43,0,127823.93,1,France,1,0
43,0,144164.29,1,Germany,1,0
58,0,63492.94,1,France,1,0
27,1,0.0,2,France,1,0
74,0,0.0,2,France,1,0
41,0,106134.46,1,France,1,0
29,0,127269.75,1,Germany,1,0
32,1,124493.03,2,Germany,1,1
39,0,0.0,2,France,0,0
43,1,146547.78,1,Germany,1,1
43,0,99610.92,2,France,0,0
46,0,117837.43,1,Germany,0,1
48,1,168522.37,1,Spain,1,0
32,0,117337.54,2,France,1,0
74,0,108131.53,1,France,1,0
35,0,136496.12,2,Germany,0,0
32,0,116324.53,1,France,0,0
40,1,75470.23,1,Germany,1,0
28,0,172646.82,1,France,1,0
37,1,0.0,1,Spain,0,0
27,0,160358.68,2,Germany,0,0
30,0,98415.37,1,France,1,0
30,1,57809.32,1,Germany,0,0
18,1,128743.8,1,Germany,0,0
24,0,130806.42,2,Germany,0,0
41,0,123971.16,1,France,1,0
39,1,0.0,1,Spain,0,1
45,0,0.0,2,France,0,0
23,1,0.0,2,Spain,1,0
59,1,0.0,1,France,0,1
39,1,0.0,2,France,0,0
33,0,156297.58,2,France,1,0
28,1,0.0,2,Spain,1,0
51,0,123372.3,1,France,1,0
37,1,92171.35,3,Germany,0,1
41,0,0.0,2,Spain,0,0
34,0,148375.19,2,Germany,1,0
44,1,0.0,2,France,1,0
34,0,147422.44,1,Spain,1,0
24,1,173962.32,1,Spain,0,1
47,0,0.0,1,France,1,1
64,1,145215.43,1,Germany,1,0
38,1,167539.97,1,France,1,0
39,1,94968.97,1,France,0,0
27,1,106116.5,2,Germany,0,0
34,0,0.0,2,France,1,0
45,0,0.0,2,France,0,0
31,1,0.0,2,France,0,0
34,0,120018.86,2,Germany,1,0
37,0,112541.54,2,France,0,0
35,1,166118.45,2,France,0,0
45,1,102882.4,2,France,1,1
49,1,0.0,1,France,1,1
37,1,106881.5,2,France,0,0
26,0,120727.97,1,Germany,1,0
63,0,169832.57,1,France,0,1
41,0,0.0,2,France,1,0
38,0,113599.42,1,Germany,0,0
38,0,0.0,1,Spain,1,1
32,0,0.0,2,France,0,0
47,0,0.0,2,France,0,0
50,1,0.0,2,Spain,1,0
38,0,146282.79,2,Spain,0,0
38,1,119413.62,2,Germany,0,0
29,1,122084.63,1,Germany,1,0
35,1,103060.63,1,Germany,0,1
44,0,0.0,2,France,1,0
33,0,0.0,2,France,0,0
37,0,110483.86,1,Germany,1,0
31,0,120718.28,1,France,1,0
31,1,36566.96,1,Spain,0,1
28,0,108601.0,1,Germany,1,0
42,1,0.0,1,France,0,1
36,1,0.0,2,Spain,1,0
36,0,0.0,2,France,1,0
48,1,0.0,2,Spain,1,0
44,0,141136.62,1,Germany,0,1
45,0,108231.37,1,Germany,1,0
40,0,0.0,1,France,0,1
34,1,144855.34,1,Spain,0,0
63,0,68432.45,2,France,1,1
45,0,136855.24,1,France,0,0
55,1,44020.89,1,France,0,1
32,0,133060.63,1,Germany,1,0
39,0,0.0,2,Spain,1,0
24,0,0.0,1,France,1,0
36,1,97665.61,1,France,0,1
28,0,185013.02,1,Germany,0,0
32,1,0.0,2,Spain,1,0
52,1,65971.61,2,France,0,1
41,1,150463.11,2,Germany,1,0
33,1,0.0,2,France,0,0
39,0,0.0,2,Spain,0,0
37,1,136425.18,1,France,0,0
38,0,250898.09,3,Spain,1,1
55,0,146798.81,1,France,1,0
70,0,0.0,2,Spain,0,0
40,1,128486.91,2,Germany,0,0
38,1,0.0,2,France,1,0
37,0,143407.29,2,Spain,1,0
43,1,0.0,1,France,0,1
57,0,76165.65,1,France,1,0
40,0,0.0,2,France,0,0
49,1,0.0,2,Spain,1,0
33,1,90560.3,2,Germany,1,0
61,0,62391.22,1,France,1,0
42,0,0.0,3,France,0,0
31,1,0.0,2,France,1,0
55,1,123378.2,1,Germany,0,1
42,1,99836.47,1,Spain,1,0
74,0,161434.36,2,Germany,1,0
41,0,0.0,2,Spain,1,0
48,1,138311.76,1,Germany,1,1
25,0,0.0,2,France,0,0
28,1,0.0,2,Spain,0,0
35,0,101744.84,1,Germany,0,0
33,0,0.0,1,Spain,0,0
54,1,125456.07,1,Germany,0,1
44,0,0.0,2,France,0,0
31,0,0.0,2,France,1,0
27,1,0.0,2,France,0,1
29,0,0.0,2,France,0,0
54,1,118449.21,1,Germany,1,1
30,0,0.0,1,France,1,0
32,1,178095.55,1,Spain,0,0
25,1,109175.14,2,Germany,0,0
32,0,127785.17,4,France,0,1
45,1,0.0,2,France,1,0
40,1,0.0,2,France,1,0
34,0,134260.36,2,Germany,0,0
37,0,69143.91,2,France,1,0
34,0,100054.77,1,France,0,0
45,1,0.0,1,France,1,0
38,0,116248.88,1,France,0,0
43,1,86053.52,2,Spain,1,1
32,1,123157.95,1,France,0,0
44,0,63438.91,1,France,0,0
57,0,95295.39,1,Germany,0,1
18,0,133550.67,1,France,1,0
38,1,106871.81,2,France,0,0
45,0,105266.32,2,Spain,1,0
51,1,105229.53,1,France,0,1
41,0,102768.42,1,France,0,0
18,0,0.0,2,France,1,1
35,0,112689.95,1,France,0,0
38,0,122334.26,2,France,1,0
34,0,0.0,2,Spain,0,0
33,0,137847.41,2,Spain,0,0
49,0,122486.47,1,France,1,0
33,0,101286.11,1,France,1,0
26,0,0.0,2,Spain,1,0
57,0,101247.06,1,Spain,0,1
38,0,86977.96,1,France,1,0
57,0,0.0,1,France,0,1
55,1,110123.59,1,France,1,1
36,0,178111.82,1,France,0,1
65,0,126306.64,3,Germany,0,1
35,1,100768.77,1,France,0,0
42,0,0.0,2,France,0,0
44,1,0.0,2,France,1,0
40,1,118991.79,1,France,1,0
72,0,140997.26,1,France,1,0
28,0,0.0,2,France,1,0
32,0,166824.59,1,Germany,0,0
34,1,76322.69,1,France,0,0
35,0,0.0,2,France,1,0
77,0,149083.7,1,Spain,1,0
33,0,0.0,2,France,1,0
40,0,0.0,1,France,1,0
33,0,126588.81,2,France,1,0
56,1,143249.67,1,Germany,0,1
43,0,81844.91,2,Germany,1,0
40,0,0.0,1,France,1,0
58,0,190298.89,2,Germany,1,0
35,0,117212.18,1,Germany,1,0
46,1,0.0,2,France,1,0
26,0,139848.17,1,France,0,0
34,1,101861.36,2,Germany,0,0
35,0,167455.66,2,Spain,1,0
24,1,0.0,2,France,1,0
43,1,116360.07,1,Spain,0,0
40,0,88466.82,1,Spain,0,0
42,1,0.0,2,France,1,0
46,1,123642.36,1,Germany,1,1
38,0,0.0,1,Spain,1,0
38,0,72286.84,2,France,1,0
40,1,0.0,2,France,0,0
40,0,109681.61,1,Spain,1,0
37,0,145018.64,2,Germany,0,1
34,0,0.0,1,Spain,1,0
32,1,187487.63,1,Spain,1,0
35,0,165692.91,1,France,1,0
59,1,137648.41,1,Germany,0,1
47,1,118560.0,1,Spain,0,1
33,0,164385.53,1,France,0,0
37,0,108286.5,1,France,1,0
34,1,0.0,2,France,1,0
58,1,0.0,2,Spain,0,1
47,0,118079.47,4,Germany,1,1
35,0,127283.78,1,Spain,1,0
48,0,0.0,2,Spain,0,0
29,0,141389.06,1,France,0,0
37,0,130091.5,1,France,1,0
35,0,143744.77,2,France,0,0
28,0,97408.03,1,Spain,1,0
30,0,111927.45,1,Spain,1,0
31,0,0.0,2,France,0,0
38,0,0.0,1,Spain,0,0
34,0,0.0,1,France,1,0
33,1,188285.68,1,France,0,0
46,1,109705.52,1,France,0,1
33,0,0.0,2,Spain,0,0
34,1,127122.79,3,Germany,1,0
40,0,98241.04,1,France,0,0
37,1,170840.08,2,Germany,0,0
41,1,87541.06,2,Germany,1,1
26,1,62610.96,2,France,1,0
36,0,0.0,2,France,1,0
47,1,113328.93,1,France,0,0
35,0,104832.49,1,Spain,0,0
31,1,102289.85,1,Spain,1,0
34,1,125227.82,2,Germany,1,0
49,1,140510.89,1,Germany,0,0
35,1,132253.22,1,Germany,0,1
43,0,39043.29,2,Germany,1,0
34,0,0.0,2,France,1,0
55,0,99685.06,1,Spain,0,0
38,0,125385.49,2,Germany,1,0
46,0,131365.37,2,Spain,1,0
58,0,98308.51,1,Spain,1,0
37,1,0.0,2,France,0,0
44,0,140856.16,2,Spain,0,0
30,1,0.0,2,France,1,0
35,0,172274.01,1,France,0,0
36,0,0.0,2,Spain,0,0
38,0,122447.76,1,Spain,0,0
38,1,0.0,2,France,1,1
56,1,157559.59,2,Spain,0,1
41,0,126550.7,1,Germany,0,1
30,1,158584.82,3,France,0,1
28,0,163569.61,2,France,1,0
31,1,0.0,1,France,1,1
33,1,127211.45,1,Germany,0,0
42,0,118199.97,2,Germany,0,1
30,1,101014.08,2,Germany,1,0
38,0,119208.85,1,Spain,0,1
66,1,0.0,2,France,1,0
58,1,53772.73,1,France,1,1
39,1,0.0,2,Spain,0,0
41,1,138878.81,1,Germany,1,0
37,1,130922.81,2,Spain,0,0
35,0,0.0,2,France,1,0
20,0,0.0,2,Spain,1,0
25,1,130866.19,1,Spain,0,0
33,1,187257.94,1,Germany,1,0
41,1,0.0,1,Spain,1,0
36,0,147733.64,1,France,1,0
43,0,0.0,2,Spain,1,0
33,0,163139.27,1,France,1,0
35,1,0.0,2,Spain,1,0
36,1,119540.15,1,France,1,0
41,1,129553.76,2,France,0,0
55,0,0.0,2,France,1,0
61,1,66101.89,1,Germany,1,0
43,0,140431.98,1,France,0,1
49,1,0.0,2,France,0,0
29,1,0.0,1,France,1,0
35,1,0.0,2,France,0,0
37,1,116471.43,2,Germany,0,1
39,0,0.0,2,France,0,0
56,1,123785.24,1,France,0,1
33,1,0.0,2,France,1,0
38,1,88758.95,2,France,0,1
25,0,153611.83,2,Germany,0,0
57,1,112044.72,1,Germany,1,1
27,1,123826.07,1,Spain,1,0
65,1,106804.26,3,France,0,1
48,1,0.0,2,France,1,0
59,1,68892.77,2,France,0,1
43,1,0.0,2,France,0,0
33,1,125827.43,1,France,1,0
34,0,0.0,2,Spain,0,0
36,0,0.0,2,France,1,0
40,1,148495.64,1,Germany,0,0
37,0,133043.66,1,France,0,0
45,0,74989.58,1,France,1,0
39,0,60263.23,1,Germany,0,0
50,0,129370.91,4,Germany,1,1
44,0,157955.83,2,Germany,0,0
26,0,0.0,1,France,0,0
30,1,70729.17,1,France,1,0
48,0,0.0,2,France,1,1
50,0,0.0,2,Spain,0,0
27,0,90721.52,2,Spain,0,0
27,0,0.0,2,France,1,0
45,1,57784.22,1,Spain,0,1
33,0,131765.72,1,France,0,0
40,0,0.0,1,France,1,1
47,0,110022.74,1,Germany,1,1
40,1,131569.63,1,France,1,0
61,0,164523.5,2,Germany,1,0
25,1,114330.95,1,Germany,1,0
45,1,135923.16,1,Spain,0,0
61,1,0.0,2,France,1,0
49,1,0.0,2,France,1,0
45,0,124693.48,1,Spain,1,0
35,1,147936.42,1,Spain,1,0
29,0,0.0,1,France,0,0
34,1,126558.92,1,France,0,0
57,0,106938.11,2,Germany,1,0
33,1,140002.35,1,Germany,0,0
46,0,123444.72,1,Germany,1,1
32,0,147107.91,1,France,1,0
19,0,128514.84,1,France,0,0
55,1,0.0,1,France,0,1
40,1,106756.01,2,Germany,0,0
28,1,0.0,2,Spain,0,0
37,1,0.0,2,France,0,0
50,1,155393.32,1,Germany,1,1
36,1,110414.48,1,France,1,0
33,0,0.0,2,Spain,1,0
37,1,157098.52,1,Germany,1,0
38,1,85626.6,1,Germany,1,0
45,0,93796.42,2,Germany,1,0
41,1,0.0,2,Spain,0,0
51,0,125268.03,2,France,0,0
29,1,148143.84,1,France,1,0
29,0,115545.33,2,Spain,0,0
35,0,0.0,2,Spain,0,0
30,0,44928.88,1,France,1,0
29,0,0.0,2,Spain,1,0
35,0,162442.35,1,France,0,0
39,1,0.0,2,Spain,1,0
28,0,96213.82,2,Germany,0,0
29,1,156569.43,1,France,0,0
36,0,0.0,2,Spain,0,0
37,1,0.0,2,Spain,0,0
48,1,110463.25,2,Germany,1,1
33,0,154575.76,1,France,0,1
35,1,0.0,2,Spain,0,0
37,0,0.0,2,France,1,0
26,0,147037.32,1,Germany,0,0
41,0,119276.31,1,Germany,0,1
25,1,108664.85,2,France,0,0
44,0,0.0,1,Spain,0,0
38,0,163034.82,2,Germany,1,0
49,1,93059.34,1,Germany,0,1
38,0,179581.31,1,Spain,0,0
46,0,113625.93,1,Germany,0,1
55,0,119961.48,1,Germany,0,1
45,0,129209.48,1,France,0,0
42,1,137227.04,3,Germany,0,1
58,1,119024.75,2,Germany,0,1
35,0,74623.5,3,France,0,1
45,1,157929.45,1,Spain,1,1
26,1,92606.86,2,France,0,0
35,0,127862.93,2,Germany,0,0
42,1,0.0,1,Spain,1,1
37,1,142711.81,1,Germany,0,0
38,1,0.0,2,France,0,0
43,0,163159.85,1,France,1,0
32,0,108586.86,1,Germany,1,0
41,1,110624.99,1,Germany,0,0
43,1,154846.24,2,Germany,1,0
45,0,122917.71,1,Germany,1,1
33,1,0.0,2,France,1,0
31,1,82787.93,2,France,0,0
32,0,102500.34,1,Germany,0,0
34,0,0.0,2,France,0,0
39,0,159492.79,1,Germany,0,1
48,0,0.0,2,Spain,1,0
54,1,118241.02,1,Spain,0,1
35,1,113090.4,1,France,0,0
22,1,65763.57,1,France,1,0
43,1,125537.38,1,Germany,0,1
31,0,94263.91,2,France,0,0
29,0,133434.57,2,Spain,0,0
39,1,0.0,1,Spain,1,0
31,0,0.0,2,Spain,1,0
50,0,94748.76,2,France,1,0
38,1,98640.74,1,France,1,0
26,0,74681.9,2,France,0,0
34,0,0.0,2,France,0,0
41,1,179915.85,1,Spain,0,1
30,0,128207.23,1,France,1,0
42,0,132739.26,2,France,0,0
40,1,0.0,2,France,0,0
27,0,120509.81,1,France,0,0
46,0,124547.13,2,France,0,0
39,1,0.0,2,Spain,1,0
34,0,88815.56,2,Germany,0,1
35,1,82231.51,2,Spain,0,0
32,0,184715.86,2,Germany,0,0
31,0,0.0,2,France,0,0
51,0,0.0,1,Spain,1,0
28,0,147972.19,1,Germany,0,1
43,0,0.0,2,France,1,0
52,0,170008.84,1,France,0,1
27,1,0.0,2,France,1,0
34,1,0.0,1,Spain,0,0
42,1,95386.82,1,Spain,1,0
51,0,90373.28,2,Germany,0,0
34,0,133467.77,2,Germany,1,0
30,0,0.0,2,Spain,1,0
31,0,96288.26,1,France,0,0
26,1,91547.84,2,France,1,0
37,0,138292.64,2,Germany,0,1
35,0,0.0,1,France,0,0
32,0,71667.74,1,Spain,1,0
43,1,118994.84,1,Germany,0,1
55,0,0.0,2,Spain,1,0
37,0,145610.07,2,Germany,0,0
33,1,138162.81,1,France,0,0
31,1,135020.21,2,Germany,1,0
38,0,0.0,2,France,0,0
25,1,135161.67,1,Germany,1,0
52,1,0.0,1,France,0,1
32,0,94486.47,1,France,1,0
46,0,117640.39,1,France,0,0
33,1,111379.55,1,Spain,1,0
40,0,0.0,1,France,1,1
57,1,136820.99,1,Spain,1,0
46,1,98752.51,1,France,0,0
25,1,158266.42,3,Germany,1,0
29,1,105599.67,1,France,1,0
29,1,0.0,2,France,0,0
31,0,0.0,2,France,1,0
39,1,139723.9,1,Spain,1,0
41,1,141806.46,1,France,0,0
49,1,132571.67,1,Germany,1,1
40,0,180516.9,1,France,0,0
31,0,0.0,2,France,1,0
41,1,92805.72,1,Germany,1,1
22,0,0.0,3,France,1,1
39,0,135309.36,1,Germany,0,1
74,1,128917.84,1,Spain,1,0
52,1,56580.93,1,France,0,1
42,0,131390.75,2,Germany,0,0
37,0,0.0,2,Spain,0,0
41,0,0.0,2,France,0,0
61,1,97361.66,1,Germany,1,1
42,1,0.0,1,France,0,1
59,0,0.0,2,Spain,1,0
29,0,0.0,2,Spain,1,0
34,1,0.0,2,France,0,0
57,0,0.0,2,France,1,0
29,1,102714.65,2,Germany,0,0
34,1,67816.72,1,France,1,0
51,0,81710.46,1,France,1,0
26,0,75237.54,1,France,1,0
28,0,124023.18,1,Germany,0,0
46,1,100727.5,1,Germany,1,1
46,1,107238.85,2,France,0,0
24,0,0.0,2,France,0,0
29,1,139994.66,1,France,0,0
59,1,126224.87,1,Spain,1,0
51,1,145751.03,1,Germany,0,1
47,0,0.0,1,France,1,1
25,1,121166.89,1,Spain,1,0
38,1,0.0,2,Spain,1,0
88,0,0.0,2,Spain,1,0
63,0,70655.48,1,France,0,1
41,0,129901.21,1,Germany,0,1
40,0,125470.81,1,France,1,0
53,1,169406.33,4,France,1,1
32,0,0.0,2,France,1,0
40,0,107041.3,1,Germany,1,0
32,1,95153.77,1,Spain,1,0
32,0,145166.09,2,Germany,0,0
27,1,0.0,2,France,0,0
38,0,65962.63,1,France,1,0
36,0,140418.81,1,Germany,1,1
31,1,139799.63,1,Spain,1,0
49,0,171787.84,2,Germany,0,0
38,0,149238.97,1,France,1,0
57,1,163146.46,1,Germany,0,1
37,1,0.0,2,France,0,1
32,0,0.0,2,France,0,0
38,1,61482.47,1,Germany,1,0
41,1,145150.28,1,France,0,1
41,1,126670.37,1,France,0,0
40,1,84390.8,2,France,1,0
37,0,89728.86,2,Germany,1,0
57,1,0.0,2,France,0,0
40,0,118628.8,1,Spain,0,0
37,0,0.0,2,France,0,0
39,0,96863.13,1,France,1,0
38,1,142263.45,1,France,1,0
36,1,0.0,2,Spain,0,0
32,1,0.0,1,France,0,0
21,1,0.0,2,Spain,0,0
28,0,122724.37,1,France,1,0
35,1,174902.26,1,Germany,0,0
26,1,0.0,2,Spain,1,0
31,1,108914.17,1,Germany,1,1
23,0,98052.66,1,Spain,1,0
46,0,123873.19,1,France,1,0
56,1,111920.13,3,Germany,0,1
45,1,0.0,2,France,1,0
20,0,0.0,2,France,1,0
37,0,0.0,2,France,1,0
37,1,75150.34,4,France,1,1
38,0,0.0,2,France,0,0
38,1,114753.76,1,Germany,0,0
32,0,0.0,1,France,0,0
32,1,111871.93,1,France,0,0
45,1,0.0,2,Spain,0,0
37,1,135927.06,1,Germany,0,0
44,0,0.0,2,Spain,1,0
33,0,0.0,2,France,0,0
46,0,57037.74,1,France,1,0
50,1,0.0,4,France,0,1
52,1,79468.96,1,France,1,0
34,1,121063.85,1,Germany,0,0
51,0,118537.47,1,France,1,0
39,0,0.0,2,France,0,0
26,1,105082.07,2,Germany,0,0
40,0,0.0,1,France,0,1
36,1,0.0,2,France,1,0
36,0,104702.65,2,Germany,0,0
50,1,95813.76,3,France,1,1
62,1,167026.61,2,Spain,1,0
61,0,102453.26,1,Germany,0,1
25,0,148045.45,2,Germany,1,0
35,0,0.0,2,France,0,0
24,1,0.0,2,France,0,0
52,0,0.0,1,Spain,1,1
34,0,104498.79,1,France,1,0
29,1,0.0,2,Spain,0,0
42,0,0.0,2,France,1,0
26,0,149542.52,2,France,1,0
29,1,87946.39,1,France,1,0
45,1,68639.57,1,France,0,1
47,0,148826.32,1,Germany,1,0
60,1,0.0,2,France,1,0
61,0,108166.09,2,France,1,0
35,1,103214.71,1,Germany,0,0
40,0,134760.21,2,Germany,0,1
58,0,0.0,1,France,1,1
33,1,90124.64,1,France,0,0
38,0,0.0,2,Spain,1,0
46,1,87361.02,2,Germany,0,1
45,1,111257.59,1,Germany,0,1
61,1,131583.59,4,France,1,1
41,0,95020.8,3,Germany,1,1
24,1,0.0,2,Spain,1,0
34,0,80242.37,2,Germany,0,0
43,1,0.0,1,France,1,0
50,0,0.0,3,France,1,1
59,1,122661.39,1,Spain,1,0
50,0,0.0,2,France,1,1
36,1,0.0,2,France,1,1
42,0,0.0,2,France,0,0
53,1,0.0,1,France,1,0
46,1,81742.84,2,Spain,0,0
71,0,0.0,1,Spain,1,1
30,0,145127.85,1,Spain,0,0
38,0,148912.44,1,France,0,0
41,1,0.0,2,Spain,1,0
26,0,89900.24,2,France,0,0
30,1,119027.28,2,Germany,1,0
40,1,105222.86,2,Germany,0,0
30,1,0.0,1,Spain,0,1
